Barri;Metres_Quadrats;Num_Habitacions;Num_Lavabos;Preu;Tipus_Immoble
Fort Pienc;130;4;2;1.295 _;Piso
Les Corts;110;3;2;1.750 _;Piso
Dreta de lïEixample;100;2;2;1.155 _;Piso
Sants;100;3;2;1.010 _;Piso
Sarri…;92;2;2;1.970 _;Piso
Sant Gervasi - Galvany;140;4;2;2.200 _;Piso
Sant Gervasi - Galvany;280;4;4;4.900 _;Piso
Camp dïen Grassot - Gr…cia N.;65;3;1;800 _;Piso
Raval;80;3;2;1.200 _;Piso
Sant Andreu;37;;1;650 _;Piso
Raval;80;3;2;800 _;Piso
Vila de Gr…cia;100;;1;1.300 _;Loft
Dreta de lïEixample;45;;1;940 _;Loft
Dreta de lïEixample;45;;1;940 _;Loft
Dreta de lïEixample;72;3;1;950 _;Piso
G•tic;78;2;1;1.100 _;Piso
Sarri…;200;4;4;3.900 _;Piso
Diagonal Mar - La Mar Bella;153;3;3;6.500 _;µtico
Sagrada Fam¡lia;85;3;1;1.200 _;Piso
Poble Sec;65;3;1;850 _;Piso
Sagrada Fam¡lia;80;4;1;1.150 _;Piso
Dreta de lïEixample;40;;1;950 _;Apartamento
Les Corts;92;3;1;1.200 _;Piso
Putget - Farr¢;100;3;2;1.300 _;Piso
Putget - Farr¢;50;;1;950 _;Piso
Esquerra Alta de lïEixample;136;3;3;2.200 _;Piso
Poble Sec;74;;1;800 _;Piso
Sant Gervasi - Galvany;46;;1;950 _;Piso
St. Pere - Sta. Caterina - El Born;38;;1;590 _;Piso
Raval;97;;1;975 _;Loft
Putget - Farr¢;65;;1;990 _;Loft
Dreta de lïEixample;147;3;2;1.800 _;Piso
Dreta de lïEixample;88;2;1;1.534 _;Piso
La Bordeta;85;3;1;990 _;Piso
Camp de lïArpa;45;;1;750 _;Piso
Sants;66;4;1;875 _;Piso
Sant Antoni;42;;1;900 _;Apartamento
Raval;35;;1;790 _;Loft
St. Pere - Sta. Caterina - El Born;50;;1;695 _;Piso
Sants;65;3;1;800 _;Piso
Dreta de lïEixample;150;3;2;2.800 _;Piso
Sant Gervasi - Galvany;75;2;2;1.800 _;µtico
Baix Guinard¢;91;2;1;1.000 _;Piso
Sant Gervasi - Galvany;139;4;2;1.750 _;Piso
St. Pere - Sta. Caterina - El Born;85;3;2;1.350 _;Piso
Sant Gervasi - Galvany;160;4;2;1.800 _;Piso
Camp de lïArpa;91;4;2;1.250 _;Piso
Raval;100;2;;2.600 _;Apartamento
Vila de Gr…cia;75;4;1;1.000 _;Piso
Camp dïen Grassot - Gr…cia N.;80;3;1;1.990 _;µtico
Dreta de lïEixample;80;2;1;1.070 _;Piso
St. Pere - Sta. Caterina - El Born;70;;1;950 _;Apartamento
Sant Antoni;94;3;2;1.350 _;Piso
Sant Ramon - Maternitat;80;4;2;1.450 _;Piso
Esquerra Baixa de lïEixample;100;3;2;1.250 _;Piso
Vila de Gr…cia;76;2;1;1.200 _;Piso
Dreta de lïEixample;180;3;2;2.700 _;Piso
Badal;50;2;1;800 _;Piso
Sant Gervasi - Galvany;285;5;5;5.300 _;Piso
Sant Andreu;159;2;2;1.200 _;µtico
Raval;100;;2;900 _;Piso
Dreta de lïEixample;75;;1;1.290 _;Piso
St. Pere - Sta. Caterina - El Born;95;2;1;1.160 _;Piso
Hostafrancs;55;;1;1.200 _;µtico
Sant Andreu;70;2;1;800 _;Piso
St. Pere - Sta. Caterina - El Born;70;2;1;975 _;Piso
Hostafrancs;98;3;2;1.100 _;Piso
Dreta de lïEixample;100;2;2;3.000 _;Piso
Dreta de lïEixample;77;3;2;1.350 _;Piso
Bes•s - Maresme;100;3;2;2.400 _;Apartamento
Camp de lïArpa;90;3;2;1.000 _;Piso
Diagonal Mar - La Mar Bella;79;2;1;1.225 _;Piso
St. Pere - Sta. Caterina - El Born;60;;1;890 _;Apartamento
Dreta de lïEixample;140;3;2;1.800 _;Piso
Poble Sec;70;3;1;860 _;Piso
Poble Sec;50;2;1;930 _;Piso
La Salut;40;;1;695 _;µtico
Baix Guinard¢;55;;1;650 _;Piso
Vila de Gr…cia;50;2;1;1.000 _;Piso
La Salut;78;3;1;790 _;Piso
Sagrada Fam¡lia;89;3;1;1.085 _;Piso
Dreta de lïEixample;206;4;4;2.250 _;Piso
Poble Sec;44;2;1;900 _;Piso
Raval;63;2;2;890 _;Piso
Sant Gervasi - Galvany;180;5;3;3.700 _;Piso
Sant Ramon - Maternitat;83;3;2;1.200 _;Piso
Tres Torres;30;;1;880 _;Piso
Sant Antoni;91;3;2;1.275 _;Piso
St. Pere - Sta. Caterina - El Born;40;;1;700 _;Loft
Dreta de lïEixample;90;2;2;1.050 _;Apartamento
Sagrada Fam¡lia;80;4;1;870 _;Piso
Putget - Farr¢;97;3;2;1.550 _;Piso
Dreta de lïEixample;123;3;2;1.700 _;Piso
Esquerra Alta de lïEixample;66;2;1;1.000 _;Piso
Tres Torres;120;3;2;1.600 _;Piso
Sant Gervasi - Galvany;120;3;2;1.800 _;Piso
Dreta de lïEixample;340;6;3;2.500 _;Piso
G•tic;76;2;1;1.200 _;Piso
Les Corts;55;2;1;750 _;Piso
Sant Ramon - Maternitat;95;4;2;1.200 _;Piso
Barceloneta;34;;1;800 _;Piso
Dreta de lïEixample;55;;1;750 _;Apartamento
Sant Gervasi - Galvany;176;3;;1.700 _;Piso
Sant Gervasi - Galvany;65;2;2;1.410 _;Piso
Vila de Gr…cia;80;3;1;950 _;Piso
Dreta de lïEixample;310;6;4;4.900 _;Piso
Dreta de lïEixample;168;3;3;1.950 _;Piso
Dreta de lïEixample;93;3;2;2.550 _;Apartamento
Sant Gervasi - Galvany;75;;2;1.600 _;Apartamento
Carmel;68;2;1;750 _;Piso
Gl•ries El Parc;65;2;1;1.150 _;Piso
La Sagrera;79;3;2;1.350 _;µtico
Sant Gervasi - Galvany;60;;1;1.600 _;Piso
St. Pere - Sta. Caterina - El Born;55;;1;800 _;Piso
Raval;40;;1;690 _;Piso
Vila de Gr…cia;35;;1;550 _;Piso
Sant Gervasi - Galvany;84;3;2;1.150 _;Piso
Dreta de lïEixample;137;4;1;1.250 _;Piso
Les Corts;113;3;2;1.675 _;Piso
Esquerra Baixa de lïEixample;89;3;2;1.300 _;Piso
G•tic;125;3;3;1.600 _;Piso
Dreta de lïEixample;87;3;2;1.800 _;Piso
Dreta de lïEixample;94;3;2;1.900 _;Piso
Montbau;75;3;1;900 _;Piso
Barceloneta;39;;1;700 _;Piso
Vallcarca - Penitents;73;3;2;1.200 _;Piso
Sant Gervasi - Galvany;60;2;1;1.100 _;Piso
Sarri…;411;5;3;4.500 _;Casa
Taxonera;45;2;1;670 _;Piso
G•tic;90;2;1;1.200 _;Piso
Raval;120;3;3;1.750 _;Apartamento
Putget - Farr¢;137;3;2;1.800 _;Piso
Sant Antoni;70;4;1;1.300 _;Piso
Putget - Farr¢;65;2;1;1.100 _;Piso
Barceloneta;33;;1;790 _;Apartamento
Sant Antoni;100;3;2;1.600 _;Piso
Esquerra Alta de lïEixample;39;;1;710 _;Piso
Vila de Gr…cia;75;3;1;950 _;Piso
Pedralbes;191;4;3;2.600 _;Piso
Sant Gervasi - Bonanova;125;3;3;1.700 _;Piso
Camp dïen Grassot - Gr…cia N.;97;3;2;995 _;Piso
Vila de Gr…cia;75;2;2;1.350 _;Piso
Vila de Gr…cia;65;2;1;950 _;Piso
Sant Antoni;124;5;3;2.400 _;Apartamento
Sant Gervasi - Galvany;560;8;7;9.000 _;Casa
Poble Sec;85;3;2;1.300 _;Piso
El Clot;51;2;1;875 _;Piso
Esquerra Alta de lïEixample;55;;1;950 _;Piso
Diagonal Mar - La Mar Bella;75;2;2;1.500 _;Piso
Esquerra Alta de lïEixample;98;4;1;1.200 _;Piso
Camp dïen Grassot - Gr…cia N.;68;3;2;825 _;Piso
Sant Andreu;75;2;2;1.200 _;Piso
Esquerra Alta de lïEixample;78;4;1;1.100 _;Piso
Fort Pienc;80;3;1;1.050 _;Piso
Vila de Gr…cia;60;2;1;1.400 _;Apartamento
Vila de Gr…cia;75;2;2;1.350 _;Piso
Sant Gervasi - Galvany;110;2;1;1.550 _;Piso
Camp dïen Grassot - Gr…cia N.;78;3;2;1.195 _;Piso
Dreta de lïEixample;170;4;2;3.700 _;Piso
Guinard¢;100;4;2;1.100 _;Piso
Sant Antoni;130;4;2;1.450 _;Piso
Esquerra Alta de lïEixample;95;3;2;1.300 _;Piso
Vila de Gr…cia;70;4;1;1.150 _;Piso
Esquerra Baixa de lïEixample;70;3;1;1.150 _;Piso
La Sagrera;65;2;1;785 _;Piso
Raval;40;2;1;895 _;Piso
Raval;76;3;2;950 _;Piso
Esquerra Alta de lïEixample;66;2;1;927 _;Piso
Baix Guinard¢;45;2;1;900 _;µtico
Camp dïen Grassot - Gr…cia N.;86;3;1;1.000 _;Piso
Esquerra Alta de lïEixample;80;3;1;1.000 _;Piso
Putget - Farr¢;50;;1;950 _;Piso
Dreta de lïEixample;75;2;2;1.200 _;Piso
Putget - Farr¢;100;3;2;1.350 _;Piso
Esquerra Alta de lïEixample;90;4;2;1.000 _;Piso
Putget - Farr¢;50;;1;950 _;Piso
Putget - Farr¢;64;;1;850 _;Piso
Dreta de lïEixample;77;3;2;980 _;Piso
Dreta de lïEixample;77;3;2;980 _;Piso
Putget - Farr¢;83;3;2;1.150 _;Planta
Can Bar¢;105;3;2;1.200 _;Piso
Les Corts;50;;1;840 _;Piso
Esquerra Baixa de lïEixample;60;2;1;1.000 _;Piso
St. Pere - Sta. Caterina - El Born;50;;1;1.050 _;Piso
Tres Torres;80;2;2;1.600 _;Piso
Sant Gervasi - Galvany;110;4;3;2.500 _;Apartamento
Poble Sec;51;2;1;795 _;Piso
Dreta de lïEixample;54;;1;900 _;Piso
Font de la Guatlla;90;3;2;1.000 _;Piso
Dreta de lïEixample;36;;1;950 _;Estudio
Horta;81;4;1;870 _;Piso
Les Corts;60;3;1;1.050 _;Piso
Esquerra Alta de lïEixample;75;2;2;1.100 _;Piso
Sagrada Fam¡lia;65;2;2;1.200 _;Piso
Esquerra Alta de lïEixample;88;2;1;1.280 _;Piso
Esquerra Baixa de lïEixample;58;2;1;875 _;Piso
La Marina-Montju‹c;82;3;2;1.076 _;Piso
Baix Guinard¢;72;2;1;999 _;Piso
Esquerra Alta de lïEixample;85;4;1;1.100 _;Piso
Esquerra Alta de lïEixample;50;;1;1.100 _;Piso
Dreta de lïEixample;103;4;2;1.200 _;Piso
Proven‡als del Poblenou;50;;1;725 _;Piso
Carmel;70;2;1;730 _;Piso
Pedralbes;163;5;3;2.500 _;Piso
Sant Ramon - Maternitat;95;3;2;1.500 _;Piso
Sant Gervasi - Bonanova;111;3;2;1.500 _;Piso
Barceloneta;40;;1;725 _;Piso
Bes•s - Maresme;105;3;2;1.750 _;Piso
Esquerra Baixa de lïEixample;60;;1;800 _;Piso
Sagrada Fam¡lia;65;2;1;910 _;Piso
Camp dïen Grassot - Gr…cia N.;68;3;1;1.025 _;Apartamento
Putget - Farr¢;60;2;1;1.350 _;Piso
Poblenou;80;3;1;1.350 _;Piso
St. Pere - Sta. Caterina - El Born;70;2;2;950 _;Piso
Esquerra Alta de lïEixample;100;2;2;1.460 _;Piso
Poblenou;92;2;2;1.450 _;Piso
Raval;82;2;2;1.600 _;Apartamento
Font de la Guatlla;81;3;1;1.060 _;Piso
Camp dïen Grassot - Gr…cia N.;70;2;1;1.100 _;Piso
Putget - Farr¢;73;2;1;900 _;Piso
Sant Gervasi - Galvany;84;3;2;1.150 _;Piso
Dreta de lïEixample;75;2;2;1.200 _;Piso
Esquerra Alta de lïEixample;44;;1;800 _;Piso
Sant Gen¡s dels Agudells;75;3;;1.100 _;Apartamento
Sarri…;154;4;3;2.275 _;Piso
Sant Ramon - Maternitat;75;3;2;1.000 _;Piso
Sagrada Fam¡lia;85;4;1;1.000 _;Piso
Sagrada Fam¡lia;60;2;1;1.170 _;Piso
Dreta de lïEixample;268;4;4;12.500 _;Apartamento
St. Pere - Sta. Caterina - El Born;65;;1;800 _;Loft
Fort Pienc;110;4;2;1.200 _;Piso
Badal;60;2;1;931 _;Piso
Esquerra Baixa de lïEixample;146;5;2;1.400 _;Piso
Camp dïen Grassot - Gr…cia N.;65;2;1;800 _;Piso
G•tic;50;;1;1.500 _;µtico
G•tic;45;;1;770 _;Piso
Sant Gervasi - Bonanova;84;4;1;1.050 _;Piso
Esquerra Baixa de lïEixample;90;2;2;1.650 _;Piso
Sant Gervasi - Galvany;108;3;2;1.190 _;Piso
Sagrada Fam¡lia;80;4;2;950 _;Piso
Pedralbes;106;3;1;1.400 _;Piso
Sant Gervasi - Galvany;80;;1;1.200 _;Planta
Sarri…;650;6;5;8.500 _;Casa
Vila de Gr…cia;80;;1;1.275 _;Piso
St. Pere - Sta. Caterina - El Born;51;;1;700 _;Piso
Sarri…;100;3;2;1.450 _;Piso
Sant Gervasi - Bonanova;100;3;1;1.450 _;Piso
Sant Gervasi - Galvany;108;2;2;1.800 _;Piso
Esquerra Alta de lïEixample;155;5;3;1.800 _;Piso
Gl•ries El Parc;58;3;1;850 _;Piso
Sagrada Fam¡lia;76;3;1;1.100 _;D£plex
Dreta de lïEixample;90;4;2;1.150 _;Apartamento
Raval;80;;2;775 _;Estudio
Gl•ries El Parc;58;3;1;850 _;Piso
Dreta de lïEixample;140;3;2;2.950 _;Piso
Raval;48;;1;720 _;Piso
G•tic;72;2;1;925 _;Piso
Putget - Farr¢;110;4;2;1.350 _;Piso
Sagrada Fam¡lia;70;2;2;1.360 _;Piso
La Bordeta;120;3;1;1.000 _;Piso
Putget - Farr¢;63;2;1;925 _;Piso
Vallcarca - Penitents;95;4;2;1.450 _;Piso
Les Corts;77;4;2;990 _;Piso
Putget - Farr¢;55;;1;950 _;Piso
G•tic;40;;1;1.100 _;µtico
Raval;67;2;1;800 _;Piso
Sarri…;83;2;1;1.275 _;Piso
Sant Antoni;61;;1;925 _;Piso
Sant Gervasi - Galvany;70;3;1;950 _;Piso
St. Pere - Sta. Caterina - El Born;53;;1;750 _;Piso
Esquerra Alta de lïEixample;65;3;1;1.100 _;Piso
Putget - Farr¢;98;3;2;1.000 _;Piso
Poblenou;75;3;1;890 _;Piso
Vila de Gr…cia;86;2;2;1.300 _;Piso
St. Pere - Sta. Caterina - El Born;116;3;2;1.190 _;Piso
Dreta de lïEixample;132;3;3;2.250 _;Piso
Putget - Farr¢;60;2;1;858 _;Piso
Sagrada Fam¡lia;97;4;2;1.400 _;Piso
Poble Sec;72;;1;1.000 _;Piso
Sant Antoni;133;5;3;2.400 _;Apartamento
Les Corts;60;;1;990 _;Piso
Poblenou;45;2;1;775 _;Piso
Poble Sec;59;;1;950 _;Piso
St. Pere - Sta. Caterina - El Born;160;3;2;1.750 _;Piso
Raval;45;2;1;750 _;Piso
G•tic;39;;1;725 _;Estudio
St. Pere - Sta. Caterina - El Born;75;3;1;1.300 _;Piso
Esquerra Alta de lïEixample;150;2;2;2.100 _;µtico
St. Pere - Sta. Caterina - El Born;70;3;2;1.275 _;Piso
Sant Antoni;80;4;2;1.275 _;Piso
El Coll;130;3;2;1.300 _;Apartamento
G•tic;80;3;1;1.100 _;Piso
Dreta de lïEixample;206;5;3;3.155 _;Piso
Esquerra Alta de lïEixample;50;;1;1.100 _;Piso
Esquerra Alta de lïEixample;50;2;1;1.200 _;Piso
Vila de Gr…cia;87;3;1;1.096 _;Piso
Poblenou;64;3;1;800 _;Piso
Horta;81;3;1;870 _;Piso
Esquerra Baixa de lïEixample;95;3;1;950 _;Piso
Sant Gervasi - Galvany;103;3;2;1.300 _;Piso
Badal;96;4;2;1.145 _;Piso
Raval;47;2;1;750 _;Piso
G•tic;81;;1;990 _;µtico
Camp dïen Grassot - Gr…cia N.;72;2;2;1.500 _;Piso
Fort Pienc;95;4;2;1.200 _;Piso
Dreta de lïEixample;60;2;2;950 _;Apartamento
Sant Gervasi - Bonanova;478;7;3;11.500 _;Casa
Esquerra Baixa de lïEixample;95;3;2;1.150 _;Piso
Sant Antoni;71;3;1;925 _;Piso
Fort Pienc;93;3;2;1.600 _;Piso
Sant Gervasi - Bonanova;764;0;3;9.950 _;Casa
Poblenou;64;3;1;800 _;Piso
St. Pere - Sta. Caterina - El Born;100;2;2;1.250 _;Piso
Raval;40;;1;790 _;Piso
St. Pere - Sta. Caterina - El Born;120;3;2;1.550 _;Piso
Guinard¢;75;3;;750 _;Piso
Poblenou;57;2;2;1.300 _;Piso
Dreta de lïEixample;105;3;2;1.400 _;Piso
Poblenou;70;3;;990 _;Apartamento
Putget - Farr¢;41;;1;950 _;µtico
Dreta de lïEixample;140;3;2;2.400 _;Apartamento
G•tic;85;3;2;1.200 _;Apartamento
Dreta de lïEixample;163;5;2;1.900 _;Piso
Sant Ramon - Maternitat;145;3;3;1.900 _;Piso
Les Corts;91;4;3;1.300 _;Piso
Vila de Gr…cia;90;2;2;1.350 _;Piso
Barceloneta;47;2;1;750 _;Piso
Pedralbes;95;3;2;1.350 _;Piso
La Marina-Montju‹c;95;3;2;1.150 _;Apartamento
Pedralbes;95;3;2;1.350 _;Piso
Sant Gervasi - Bonanova;100;3;1;1.350 _;Piso
Camp dïen Grassot - Gr…cia N.;45;;1;730 _;Piso
Camp de lïArpa;140;3;2;1.550 _;Apartamento
Les Corts;77;2;2;1.450 _;D£plex
Esquerra Alta de lïEixample;125;3;2;1.750 _;Piso
Poble Sec;82;3;1;890 _;Piso
St. Pere - Sta. Caterina - El Born;130;4;2;1.900 _;Apartamento
Esquerra Alta de lïEixample;50;2;1;800 _;Piso
Camp de lïArpa;60;2;1;850 _;Piso
Esquerra Alta de lïEixample;70;2;1;1.150 _;Piso
Les Corts;95;4;2;1.450 _;Piso
Les Corts;200;4;3;2.100 _;Apartamento
Vilapicina - Torre Llobeta;23;;1;600 _;Estudio
Vilapicina - Torre Llobeta;23;;1;600 _;Estudio
Camp de lïArpa;75;3;1;975 _;Piso
Esquerra Alta de lïEixample;82;4;2;1.180 _;Piso
Dreta de lïEixample;45;2;1;900 _;Apartamento
Barceloneta;35;2;1;800 _;Piso
Dreta de lïEixample;142;4;2;2.460 _;Piso
Sant Gervasi - Bonanova;50;;1;980 _;Piso
Sarri…;480;3;4;7.000 _;Casa
Esquerra Alta de lïEixample;120;3;2;1.600 _;Piso
Sant Gervasi - Bonanova;49;;1;725 _;Piso
Sant Gervasi - Galvany;95;3;1;1.100 _;Piso
Raval;36;;1;560 _;Piso
Sant Gervasi - Galvany;59;3;2;990 _;Piso
Camp de lïArpa;112;3;2;1.050 _;Piso
Sant Gervasi - Galvany;80;3;2;1.250 _;Piso
Esquerra Alta de lïEixample;80;2;1;1.245 _;Piso
Camp de lïArpa;100;4;2;1.300 _;Piso
Raval;45;;1;740 _;Apartamento
Taxonera;70;3;1;640 _;Piso
Camp dïen Grassot - Gr…cia N.;68;3;1;850 _;Piso
Esquerra Baixa de lïEixample;80;3;2;1.100 _;Piso
Pedralbes;100;;1;850 _;µtico
Sants;65;2;2;1.400 _;Apartamento
Dreta de lïEixample;189;3;4;10.000 _;Apartamento
Sant Gervasi - Bonanova;131;3;3;1.600 _;Apartamento
Sant Gervasi - Galvany;186;5;3;1.900 _;Piso
Esquerra Alta de lïEixample;146;5;3;1.700 _;Piso
Fort Pienc;45;2;1;1.500 _;Piso
Esquerra Alta de lïEixample;130;3;2;1.950 _;Piso
G•tic;85;2;1;830 _;Piso
Esquerra Baixa de lïEixample;124;4;2;1.450 _;Piso
Sants;55;;1;850 _;Estudio
Esquerra Baixa de lïEixample;85;3;2;1.200 _;Piso
Esquerra Baixa de lïEixample;60;2;1;1.600 _;Apartamento
Dreta de lïEixample;80;;1;1.400 _;Apartamento
Carmel;42;;1;815 _;µtico
Sagrada Fam¡lia;57;3;1;950 _;Piso
Sant Ramon - Maternitat;40;;1;800 _;Piso
Esquerra Alta de lïEixample;77;3;1;1.100 _;Piso
Raval;91;3;2;850 _;Piso
Sagrada Fam¡lia;80;3;1;1.050 _;Piso
Sagrada Fam¡lia;130;4;2;1.450 _;Piso
Raval;64;;1;800 _;Piso
Gl•ries El Parc;194;3;3;2.800 _;Piso
Sant Andreu;82;2;1;857 _;Piso
Diagonal Mar - La Mar Bella;80;3;2;1.450 _;Piso
Putget - Farr¢;130;3;3;1.700 _;Piso
Poblenou;65;2;1;890 _;Apartamento
Esquerra Alta de lïEixample;116;3;2;1.750 _;Piso
Esquerra Baixa de lïEixample;145;4;2;1.650 _;Piso
Sant Antoni;62;3;1;900 _;Piso
Sagrada Fam¡lia;95;4;2;1.350 _;Piso
Dreta de lïEixample;180;4;3;5.500 _;Piso
Raval;42;;1;800 _;Piso
Poblenou;48;2;1;900 _;Piso
G•tic;90;2;2;725 _;D£plex
Sant Gervasi - Bonanova;80;2;1;3.200 _;Apartamento
La Sagrera;72;3;1;895 _;Piso
Diagonal Mar - La Mar Bella;135;2;1;1.200 _;Piso
Camp de lïArpa;55;2;1;980 _;Apartamento
Esquerra Alta de lïEixample;64;2;1;995 _;Piso
Putget - Farr¢;57;3;1;900 _;Piso
Tres Torres;50;;1;1.100 _;Piso
Camp de lïArpa;50;2;1;800 _;Piso
Dreta de lïEixample;133;4;2;2.495 _;Piso
Vila de Gr…cia;152;5;2;1.950 _;Piso
Sant Gervasi - Bonanova;60;;1;850 _;Piso
Vallcarca - Penitents;45;;1;895 _;Piso
Tres Torres;200;4;4;2.900 _;Piso
Sant Ramon - Maternitat;100;4;2;1.500 _;Piso
G•tic;55;2;1;1.100 _;Piso
St. Pere - Sta. Caterina - El Born;70;;1;1.500 _;Piso
Vallcarca - Penitents;95;3;2;1.000 _;Piso
Esquerra Alta de lïEixample;65;2;1;950 _;Piso
Raval;62;2;1;900 _;Piso
Dreta de lïEixample;80;2;1;1.195 _;Apartamento
Sant Gervasi - Galvany;400;4;5;8.500 _;Piso
St. Pere - Sta. Caterina - El Born;96;;1;1.150 _;Loft
Sagrada Fam¡lia;70;;1;950 _;Planta
Sant Gervasi - Bonanova;67;;1;2.500 _;Apartamento
Putget - Farr¢;70;2;1;900 _;Piso
Putget - Farr¢;93;3;2;1.050 _;Piso
Sant Gervasi - Galvany;140;3;3;1.850 _;Piso
Vila de Gr…cia;66;2;1;900 _;Piso
Taxonera;62;3;1;800 _;Piso
Poble Sec;100;4;1;1.275 _;Piso
Dreta de lïEixample;66;2;1;1.321 _;Apartamento
Dreta de lïEixample;120;4;2;2.500 _;Apartamento
Dreta de lïEixample;100;4;2;1.100 _;Piso
Dreta de lïEixample;319;5;4;4.900 _;Piso
Sant Gervasi - Galvany;65;;1;930 _;Piso
Sants;98;3;2;1.200 _;Apartamento
Les Corts;62;;1;1.400 _;Piso
Sant Gervasi - Galvany;170;6;2;2.100 _;Piso
Esquerra Alta de lïEixample;74;3;1;1.000 _;Piso
G•tic;120;2;2;1.100 _;Piso
Esquerra Baixa de lïEixample;97;3;2;1.200 _;Piso
Dreta de lïEixample;100;2;2;1.600 _;Piso
St. Pere - Sta. Caterina - El Born;85;2;2;1.175 _;Piso
Raval;107;3;2;1.750 _;Piso
Barceloneta;74;3;1;1.500 _;Piso
Gl•ries El Parc;92;3;2;1.000 _;Piso
Vila de Gr…cia;65;3;1;950 _;Piso
Fort Pienc;120;4;2;1.750 _;Piso
Dreta de lïEixample;45;;1;1.200 _;µtico
El Clot;63;3;1;790 _;Piso
Vila de Gr…cia;181;4;5;3.600 _;D£plex
Pedralbes;60;;1;1.300 _;Apartamento
Sarri…;200;4;3;4.400 _;Piso
Sarri…;85;3;2;1.365 _;Piso
Vila de Gr…cia;70;3;1;1.175 _;Piso
Esquerra Alta de lïEixample;70;3;1;935 _;Piso
Sant Gervasi - Bonanova;725;;;11.500 _;Torre
Esquerra Baixa de lïEixample;89;4;2;1.200 _;Piso
Raval;36;;1;590 _;Piso
Sant Gervasi - Galvany;75;2;2;1.050 _;Piso
Esquerra Baixa de lïEixample;70;3;1;950 _;Piso
Putget - Farr¢;87;2;1;1.100 _;Piso
Sants;91;3;1;1.100 _;Piso
St. Pere - Sta. Caterina - El Born;78;3;1;1.000 _;Piso
El Clot;90;4;2;1.130 _;Piso
Raval;75;2;1;800 _;Piso
Esquerra Baixa de lïEixample;65;;1;1.100 _;Piso
Dreta de lïEixample;140;3;3;2.400 _;Piso
Carmel;55;2;1;890 _;Piso
G•tic;61;;1;700 _;Piso
G•tic;120;2;2;1.100 _;Piso
Sant Antoni;60;2;1;950 _;Piso
Esquerra Alta de lïEixample;95;3;2;1.235 _;Piso
Esquerra Alta de lïEixample;87;4;1;1.100 _;Piso
Dreta de lïEixample;135;5;2;1.700 _;Piso
Sant Gervasi - Galvany;50;2;1;925 _;Piso
Vallcarca - Penitents;125;3;2;1.550 _;µtico
Guinard¢;90;2;1;1.290 _;µtico
Guinard¢;65;3;1;850 _;Piso
Dreta de lïEixample;73;2;1;1.700 _;Apartamento
Putget - Farr¢;35;;1;775 _;Apartamento
Sant Andreu;60;2;1;725 _;Piso
Font de la Guatlla;80;4;1;850 _;Piso
Esquerra Baixa de lïEixample;90;4;2;1.170 _;Piso
Esquerra Baixa de lïEixample;100;4;2;1.000 _;Piso
Vila de Gr…cia;72;3;1;990 _;Piso
Sant Gervasi - Galvany;96;2;2;1.200 _;Piso
G•tic;137;3;2;1.500 _;Piso
Esquerra Alta de lïEixample;69;2;1;1.200 _;Piso
Putget - Farr¢;43;;1;800 _;Piso
Dreta de lïEixample;60;2;1;1.200 _;Piso
Esquerra Alta de lïEixample;76;2;2;1.590 _;µtico
La Marina-Montju‹c;80;3;1;800 _;Piso
Les Corts;91;3;2;1.490 _;Piso
Raval;45;;1;700 _;Loft
Les Corts;92;4;1;1.250 _;µtico
Esquerra Alta de lïEixample;75;;1;800 _;Piso
Tres Torres;120;3;2;1.800 _;Piso
Sant Gervasi - Galvany;150;4;3;1.750 _;Piso
Putget - Farr¢;79;2;1;1.250 _;µtico
Esquerra Baixa de lïEixample;81;2;1;1.175 _;Piso
Esquerra Alta de lïEixample;82;3;1;990 _;Piso
Sant Gervasi - Bonanova;199;6;3;2.490 _;Piso
Sant Gervasi - Bonanova;50;2;1;890 _;Piso
El Clot;74;3;2;1.000 _;Piso
Sant Ramon - Maternitat;146;4;2;1.550 _;Piso
Raval;46;;1;875 _;Loft
Sarri…;98;3;1;1.450 _;µtico
Tres Torres;60;2;1;1.000 _;Planta
Sant Gervasi - Bonanova;63;;1;2.300 _;Apartamento
Putget - Farr¢;54;;1;990 _;Piso
Sant Antoni;85;3;1;1.050 _;Piso
Poble Sec;85;3;1;1.050 _;Piso
Sagrada Fam¡lia;62;2;1;990 _;Piso
Sarri…;78;2;2;1.700 _;Piso
Guinard¢;34;;1;825 _;µtico
Sant Antoni;40;2;1;1.000 _;Piso
Esquerra Alta de lïEixample;50;;1;890 _;Apartamento
Sant Antoni;75;3;2;980 _;Apartamento
Sagrada Fam¡lia;52;2;1;800 _;Piso
Sant Gervasi - Galvany;88;3;2;1.350 _;Piso
Esquerra Alta de lïEixample;76;2;2;1.100 _;Piso
Sant Gervasi - Galvany;45;2;1;900 _;Piso
Les Corts;48;;1;831 _;Apartamento
Esquerra Alta de lïEixample;76;2;2;1.100 _;Piso
Sant Gervasi - Galvany;45;2;1;900 _;Piso
Esquerra Alta de lïEixample;70;2;1;950 _;Piso
Sant Mart¡;66;;1;625 _;Piso
Pedralbes;250;4;3;3.200 _;Piso
Les Corts;98;4;2;1.400 _;Piso
Gl•ries El Parc;90;2;2;1.000 _;Piso
Sant Antoni;100;3;2;1.450 _;Piso
Barceloneta;40;;1;650 _;Apartamento
Sarri…;72;2;1;1.000 _;Piso
Esquerra Baixa de lïEixample;103;3;1;1.300 _;Piso
Vilapicina - Torre Llobeta;55;2;1;750 _;Piso
