Barri;Metres_Quadrats;Num_Habitacions;Num_Lavabos;Preu;Tipus_Immoble
Sant Gervasi - Galvany;98;2;2;1.650 _;Piso
Esquerra Alta de lïEixample;85;3;1;1.100 _;Piso
Congr‚s - Indians;76;3;1;900 _;Piso
G•tic;112;3;2;1.790 _;Piso
Tres Torres;60;2;1;1.300 _;Piso
Camp de lïArpa;92;3;2;1.100 _;Piso
Esquerra Baixa de lïEixample;180;3;4;3.330 _;Apartamento
Dreta de lïEixample;77;4;1;1.075 _;Piso
Sant Antoni;75;2;2;1.225 _;Piso
Esquerra Alta de lïEixample;112;3;1;1.590 _;Piso
Poblenou;105;3;2;1.300 _;Piso
Sants;78;;1;1.200 _;Piso
Esquerra Alta de lïEixample;60;2;1;1.700 _;Apartamento
G•tic;70;;1;1.300 _;µtico
Camp de lïArpa;55;2;1;970 _;Piso
Les Corts;70;2;2;1.051 _;Piso
Sant Gervasi - Bonanova;135;4;2;2.000 _;µtico
Esquerra Alta de lïEixample;53;2;1;900 _;Piso
Sagrada Fam¡lia;142;3;2;2.400 _;Piso
G•tic;95;3;1;875 _;Piso
Raval;106;2;1;1.200 _;Piso
Dreta de lïEixample;52;;1;890 _;Piso
Dreta de lïEixample;79;2;1;950 _;Piso
Hostafrancs;75;3;1;950 _;Piso
Dreta de lïEixample;72;3;1;2.500 _;Piso
Sant Gervasi - Galvany;59;3;1;1.300 _;Piso
Badal;61;2;1;1.000 _;µtico
Sant Ramon - Maternitat;50;2;2;800 _;Apartamento
La Bordeta;80;2;2;1.300 _;Piso
Gl•ries El Parc;53;;1;1.050 _;Piso
Vallcarca - Penitents;100;4;2;1.250 _;Piso
Dreta de lïEixample;48;;1;900 _;Apartamento
Camp de lïArpa;60;2;1;925 _;Piso
Esquerra Alta de lïEixample;35;;1;1.100 _;Piso
Poblenou;62;3;1;800 _;Piso
Dreta de lïEixample;50;;1;1.025 _;µtico
Poble Sec;50;2;1;950 _;Piso
Tres Torres;185;4;3;2.950 _;Piso
Raval;45;;1;800 _;Piso
Sagrada Fam¡lia;90;4;2;1.100 _;Piso
Camp dïen Grassot - Gr…cia N.;102;2;2;1.900 _;Apartamento
Poblenou;72;3;1;1.350 _;Piso
Raval;300;3;4;3.000 _;Apartamento
Sagrada Fam¡lia;70;2;1;910 _;Piso
Raval;53;;1;900 _;Piso
Poblenou;90;2;2;1.450 _;Piso
Dreta de lïEixample;127;3;2;2.500 _;Piso
Esquerra Alta de lïEixample;42;2;1;900 _;Piso
Dreta de lïEixample;140;3;2;1.700 _;Piso
G•tic;68;;1;1.550 _;Apartamento
Dreta de lïEixample;60;;1;1.000 _;Piso
Dreta de lïEixample;125;3;2;1.750 _;Piso
Sagrada Fam¡lia;100;4;2;1.400 _;Piso
Esquerra Alta de lïEixample;55;;;990 _;Piso
Sant Gervasi - Galvany;65;;2;1.050 _;Piso
Sarri…;91;4;2;1.500 _;Piso
Barceloneta;55;2;1;990 _;Piso
Raval;46;;1;675 _;Piso
Sants;35;;1;700 _;Piso
Sant Andreu;55;3;1;725 _;Piso
Esquerra Baixa de lïEixample;44;;1;990 _;Piso
Esquerra Alta de lïEixample;55;3;1;990 _;Piso
El Coll;42;3;1;785 _;Piso
Esquerra Alta de lïEixample;85;2;2;1.150 _;Piso
Raval;60;;1;700 _;Apartamento
Vila de Gr…cia;70;3;1;1.200 _;Piso
Sant Gervasi - Bonanova;80;2;2;1.075 _;Piso
St. Pere - Sta. Caterina - El Born;65;2;2;1.100 _;Piso
Sant Gervasi - Bonanova;105;4;2;1.500 _;Piso
Fort Pienc;95;4;2;1.200 _;Piso
Vila Ol¡mpica;175;3;2;2.500 _;Piso
Poble Sec;75;2;1;900 _;Piso
Gl•ries El Parc;64;;1;1.150 _;Piso
Sant Gervasi - Bonanova;53;;1;950 _;Piso
Raval;81;2;1;2.300 _;Piso
Sants;52;;1;1.300 _;Piso
Vila de Gr…cia;40;;1;850 _;Piso
Badal;65;2;1;1.190 _;Piso
Navas;86;3;2;1.075 _;Piso
Tur¢ de la Peira - Can Peguera;72;3;1;814 _;Piso
Les Corts;108;4;2;1.600 _;Piso
Sant Gervasi - Bonanova;75;2;1;990 _;Piso
Poblenou;70;3;1;950 _;Piso
Sagrada Fam¡lia;83;3;2;1.200 _;Piso
Sant Gervasi - Galvany;140;2;1;1.500 _;Piso
Esquerra Alta de lïEixample;104;4;2;1.320 _;Piso
Gl•ries El Parc;120;3;2;2.900 _;Piso
G•tic;41;;1;900 _;Loft
Putget - Farr¢;65;2;1;1.000 _;Piso
Dreta de lïEixample;151;3;2;1.658 _;Piso
Vila de Gr…cia;120;;2;1.300 _;Piso
Esquerra Alta de lïEixample;63;2;1;950 _;Piso
G•tic;52;;2;1.200 _;Apartamento
G•tic;52;;2;1.200 _;Apartamento
Camp dïen Grassot - Gr…cia N.;80;3;1;950 _;Piso
Raval;55;;1;690 _;Apartamento
Sant Gervasi - Galvany;60;2;1;990 _;Piso
Diagonal Mar - La Mar Bella;120;3;2;2.100 _;Piso
Dreta de lïEixample;48;;1;900 _;Apartamento
Putget - Farr¢;70;2;1;1.150 _;Piso
Vila de Gr…cia;70;;1;1.450 _;Piso
Raval;50;2;1;800 _;Piso
Vila de Gr…cia;90;3;2;1.300 _;Piso
Sant Antoni;67;;1;1.100 _;Piso
Taxonera;60;3;1;740 _;Piso
Dreta de lïEixample;85;2;1;1.850 _;Apartamento
Pedralbes;100;3;2;1.400 _;Piso
Dreta de lïEixample;80;3;2;2.680 _;Apartamento
La Salut;170;4;2;1.450 _;Piso
Esquerra Baixa de lïEixample;60;3;1;990 _;Piso
Sant Andreu;62;3;2;795 _;Apartamento
Navas;74;3;1;900 _;Piso
Sants;45;;1;1.100 _;Piso
G•tic;72;2;1;1.250 _;Piso
Esquerra Alta de lïEixample;94;3;2;1.300 _;Apartamento
Sagrada Fam¡lia;105;3;2;1.300 _;Piso
Raval;85;2;1;950 _;Apartamento
Sagrada Fam¡lia;55;2;1;900 _;Piso
Putget - Farr¢;230;6;3;2.900 _;Piso
Sant Andreu;55;2;1;840 _;µtico
Esquerra Alta de lïEixample;38;;1;1.500 _;µtico
G•tic;115;3;2;1.400 _;Piso
Fort Pienc;80;2;2;950 _;Piso
Raval;50;;1;750 _;Piso
Vallcarca - Penitents;66;2;1;950 _;µtico
Sarri…;75;;1;1.000 _;µtico
Esquerra Baixa de lïEixample;146;5;2;1.600 _;Apartamento
Poble Sec;80;3;2;1.200 _;Apartamento
Esquerra Alta de lïEixample;116;3;2;1.600 _;Piso
Vila de Gr…cia;75;3;1;950 _;Piso
Sant Antoni;120;4;2;1.200 _;Piso
Sant Gervasi - Bonanova;45;2;1;850 _;Piso
Barceloneta;35;;1;850 _;Piso
Dreta de lïEixample;85;3;2;1.200 _;Piso
Dreta de lïEixample;40;;1;1.250 _;Apartamento
Poblenou;58;2;1;900 _;Piso
Tres Torres;95;2;2;3.500 _;Apartamento
Sant Gervasi - Galvany;93;2;1;1.800 _;Piso
Guinard¢;97;4;2;1.100 _;Piso
Sagrada Fam¡lia;90;3;2;1.100 _;Piso
Pedralbes;155;4;3;2.800 _;Apartamento
Les Corts;60;3;1;900 _;Piso
Sagrada Fam¡lia;40;;1;790 _;µtico
Tres Torres;145;4;2;1.900 _;Piso
Sant Andreu;73;2;1;995 _;Piso
Sarri…;162;4;3;2.150 _;Piso
Tres Torres;103;3;1;1.300 _;Piso
Dreta de lïEixample;95;2;3;1.590 _;Piso
Sants;88;2;2;1.600 _;Piso
La Salut;75;2;1;1.068 _;Apartamento
Badal;107;2;2;1.300 _;Piso
Sant Gervasi - Galvany;250;4;3;3.000 _;Piso
Sant Gervasi - Galvany;250;3;3;3.000 _;Piso
Putget - Farr¢;50;;1;930 _;Piso
Pedralbes;280;4;4;3.600 _;Piso
Esquerra Alta de lïEixample;70;2;2;1.200 _;Piso
Vallcarca - Penitents;119;3;3;1.600 _;Piso
Pedralbes;100;4;2;1.400 _;Piso
Sant Gervasi - Bonanova;200;4;3;5.600 _;Piso
Sant Gervasi - Galvany;325;6;4;5.000 _;Piso
G•tic;120;3;2;1.700 _;Piso
Vila de Gr…cia;68;2;1;1.050 _;Piso
Pedralbes;140;4;3;2.000 _;Piso
Diagonal Mar - La Mar Bella;74;2;1;1.350 _;Piso
Sagrada Fam¡lia;58;2;2;1.325 _;Piso
Dreta de lïEixample;226;4;3;7.000 _;Piso
Dreta de lïEixample;161;4;3;2.000 _;Piso
Raval;52;;1;750 _;Piso
Sant Gervasi - Bonanova;773;1;8;15.000 _;Casa
Vila de Gr…cia;104;;1;1.600 _;D£plex
La Salut;73;3;1;1.100 _;µtico
Sant Gervasi - Galvany;324;4;4;8.000 _;µtico
Esquerra Baixa de lïEixample;75;3;1;1.000 _;Piso
Sant Gervasi - Galvany;322;5;5;4.900 _;Piso
G•tic;84;2;1;969 _;Piso
Sant Gervasi - Galvany;60;2;1;990 _;Piso
Sant Gervasi - Galvany;520;5;5;8.500 _;µtico
Putget - Farr¢;100;4;2;1.350 _;Piso
Gl•ries El Parc;90;3;1;1.150 _;Piso
Les Corts;80;3;1;1.300 _;Piso
Raval;45;;1;725 _;Apartamento
Badal;62;;1;780 _;Apartamento
St. Pere - Sta. Caterina - El Born;56;;1;875 _;Piso
Sarri…;45;;1;1.046 _;Piso
Camp de lïArpa;101;4;2;1.400 _;Piso
G•tic;90;3;1;950 _;Piso
Sarri…;190;4;3;3.500 _;Piso
Sant Gervasi - Galvany;220;3;3;3.500 _;µtico
Sant Ramon - Maternitat;75;2;2;860 _;Piso
Dreta de lïEixample;100;2;2;2.150 _;Piso
Diagonal Mar - La Mar Bella;350;4;4;3.000 _;Casa
La Sagrera;110;4;2;1.092 _;Apartamento
Dreta de lïEixample;101;2;2;2.950 _;Piso
Fort Pienc;53;2;1;990 _;Piso
Esquerra Baixa de lïEixample;140;4;2;2.000 _;Piso
Esquerra Alta de lïEixample;75;4;1;1.000 _;Piso
El Clot;78;2;2;1.125 _;Apartamento
Esquerra Baixa de lïEixample;74;2;1;1.200 _;Apartamento
Vila de Gr…cia;154;5;4;2.750 _;Casa
Camp de lïArpa;58;2;1;750 _;Piso
Sant Gervasi - Galvany;140;3;2;2.600 _;Piso
Badal;45;;1;600 _;Piso
Navas;90;;2;990 _;D£plex
St. Pere - Sta. Caterina - El Born;112;3;2;1.800 _;µtico
La Bordeta;42;;1;800 _;Piso
Vila de Gr…cia;125;3;2;1.850 _;Piso
Sagrada Fam¡lia;83;3;2;1.050 _;Piso
Sant Gervasi - Bonanova;160;4;3;1.800 _;Piso
Gl•ries El Parc;90;4;1;1.000 _;Piso
Tres Torres;82;3;2;1.326 _;Piso
Vallcarca - Penitents;95;3;2;1.450 _;Piso
G•tic;130;4;2;1.200 _;Piso
El Clot;111;3;2;1.350 _;Piso
Dreta de lïEixample;194;5;3;2.000 _;Apartamento
Esquerra Alta de lïEixample;110;3;2;1.990 _;Piso
Sant Antoni;85;3;2;1.275 _;Piso
Sant Gervasi - Bonanova;72;2;1;1.100 _;Piso
Sant Gervasi - Galvany;321;5;4;5.300 _;Piso
Sant Antoni;91;4;2;1.300 _;Piso
Raval;42;;1;650 _;Apartamento
Esquerra Alta de lïEixample;45;2;1;890 _;Piso
Dreta de lïEixample;47;;1;975 _;Piso
St. Pere - Sta. Caterina - El Born;67;2;2;1.200 _;Piso
Les Corts;74;3;1;990 _;Piso
Sant Gervasi - Galvany;75;3;2;910 _;Piso
Poble Sec;80;3;2;1.180 _;Piso
Raval;68;2;2;1.000 _;Piso
Les Corts;60;;1;875 _;Piso
Sant Antoni;74;2;1;1.000 _;Piso
Sant Ramon - Maternitat;95;4;2;1.550 _;Piso
Sant Antoni;96;3;1;1.183 _;Piso
Raval;100;3;2;950 _;Piso
Tres Torres;85;2;2;2.100 _;Piso
Sarri…;55;;1;1.175 _;Apartamento
Navas;60;2;2;1.020 _;Apartamento
St. Pere - Sta. Caterina - El Born;68;2;1;1.000 _;Piso
Sant Gervasi - Galvany;63;3;1;1.150 _;Piso
Esquerra Alta de lïEixample;75;4;2;950 _;Piso
Raval;63;2;1;900 _;Piso
Sant Gervasi - Bonanova;60;3;1;950 _;Piso
Vallcarca - Penitents;45;2;1;800 _;Piso
Gl•ries El Parc;75;3;1;1.000 _;Piso
Dreta de lïEixample;137;4;2;2.100 _;Piso
Esquerra Alta de lïEixample;75;2;1;1.000 _;Piso
Esquerra Alta de lïEixample;127;3;2;1.250 _;Piso
Sagrada Fam¡lia;100;4;2;1.030 _;Piso
Vila de Gr…cia;75;2;2;1.350 _;Piso
Camp de lïArpa;68;3;1;900 _;Piso
Sant Gervasi - Galvany;90;3;2;1.275 _;Piso
Camp de lïArpa;40;;1;625 _;Apartamento
Esquerra Baixa de lïEixample;90;3;2;1.400 _;Piso
Dreta de lïEixample;110;4;2;1.500 _;Piso
Hostafrancs;75;3;1;980 _;Piso
Taxonera;150;3;2;1.950 _;Apartamento
St. Pere - Sta. Caterina - El Born;108;3;2;1.650 _;Piso
Camp de lïArpa;135;4;3;1.920 _;D£plex
Sarri…;65;2;2;1.150 _;Piso
Vallcarca - Penitents;54;;1;930 _;Piso
Sant Andreu;61;2;1;820 _;Piso
Dreta de lïEixample;95;3;1;950 _;Piso
St. Pere - Sta. Caterina - El Born;60;;1;875 _;Piso
Poblenou;55;2;1;850 _;Piso
Tres Torres;210;4;5;2.436 _;Piso
Sagrada Fam¡lia;57;2;2;1.400 _;Piso
Les Corts;220;0;4;2.600 _;Piso
Sarri…;130;4;2;1.950 _;Piso
Badal;52;;1;850 _;Piso
Putget - Farr¢;170;3;3;2.800 _;Piso
Sant Gervasi - Bonanova;82;3;2;1.325 _;Piso
Dreta de lïEixample;85;2;1;1.534 _;Piso
Camp dïen Grassot - Gr…cia N.;62;2;1;1.100 _;Piso
Sant Gervasi - Bonanova;65;;1;1.000 _;Piso
Raval;44;2;1;1.050 _;Piso
Esquerra Alta de lïEixample;75;2;1;1.300 _;Piso
Dreta de lïEixample;85;2;2;2.000 _;Piso
Les Corts;80;3;1;1.300 _;Piso
Raval;235;5;3;3.000 _;Apartamento
Sagrada Fam¡lia;75;2;1;990 _;Piso
Vila de Gr…cia;74;3;1;1.050 _;Piso
Sant Gervasi - Galvany;110;2;2;1.850 _;Piso
Esquerra Alta de lïEixample;80;2;1;975 _;Piso
Montbau;64;3;1;850 _;Piso
Sant Gervasi - Galvany;75;2;2;1.500 _;Planta
G•tic;110;2;2;1.450 _;Piso
Esquerra Baixa de lïEixample;111;4;2;1.295 _;Piso
Sarri…;65;;1;1.000 _;Piso
Badal;90;3;2;1.100 _;Piso
Sant Gervasi - Galvany;202;5;3;3.250 _;Piso
Raval;62;2;1;700 _;Piso
Sarri…;95;4;2;1.100 _;Piso
Raval;70;2;2;1.200 _;Piso
Font de la Guatlla;81;3;2;935 _;Piso
Diagonal Mar - La Mar Bella;77;2;1;1.200 _;Piso
Esquerra Baixa de lïEixample;55;2;1;1.050 _;Piso
Camp dïen Grassot - Gr…cia N.;59;2;1;895 _;Piso
Putget - Farr¢;100;3;2;1.175 _;Piso
Sant Gervasi - Galvany;47;;1;900 _;Piso
Sant Ramon - Maternitat;45;;1;800 _;Piso
Pedralbes;90;3;2;1.350 _;Piso
Raval;46;;1;800 _;Piso
Sants;91;3;2;1.000 _;Piso
Sant Antoni;47;2;1;725 _;Piso
Vila de Gr…cia;85;4;1;1.300 _;Piso
St. Pere - Sta. Caterina - El Born;75;;1;1.300 _;Piso
Sant Gervasi - Bonanova;480;8;4;11.500 _;Chalet
Esquerra Baixa de lïEixample;121;3;3;1.600 _;Piso
Sant Gervasi - Galvany;156;4;2;1.790 _;Piso
G•tic;100;3;2;1.395 _;Piso
Esquerra Baixa de lïEixample;68;2;1;1.390 _;Piso
Sarri…;131;3;3;2.500 _;Piso
Sarri…;80;3;1;1.200 _;Piso
Sant Gervasi - Galvany;73;2;2;1.247 _;Piso
Sant Gervasi - Bonanova;90;2;2;1.453 _;Piso
Hostafrancs;110;3;2;1.050 _;Piso
Sant Gervasi - Galvany;80;2;1;950 _;Piso
Sant Gervasi - Galvany;160;4;2;1.950 _;Piso
Esquerra Alta de lïEixample;74;2;2;1.250 _;Piso
St. Pere - Sta. Caterina - El Born;101;2;2;2.300 _;Piso
Esquerra Alta de lïEixample;92;3;2;1.450 _;Piso
Raval;84;3;1;1.200 _;Piso
Esquerra Alta de lïEixample;90;4;2;1.400 _;Piso
Poblenou;50;2;1;890 _;Piso
Sants;76;2;2;1.100 _;Piso
Sant Gervasi - Galvany;129;3;2;1.948 _;Piso
Camp de lïArpa;70;3;1;975 _;Piso
Vila de Gr…cia;70;3;2;1.100 _;Piso
Dreta de lïEixample;95;3;2;1.250 _;Piso
Sant Ramon - Maternitat;110;3;2;1.580 _;Piso
Esquerra Alta de lïEixample;70;2;1;850 _;Apartamento
El Clot;110;4;2;1.150 _;Piso
Esquerra Baixa de lïEixample;85;4;1;1.200 _;Piso
Sant Gervasi - Galvany;90;2;2;1.450 _;Piso
St. Pere - Sta. Caterina - El Born;53;;1;850 _;Apartamento
Les Corts;90;3;1;1.185 _;Piso
Raval;90;3;2;1.100 _;Piso
Poble Sec;65;2;1;800 _;Piso
Sant Gervasi - Galvany;390;5;4;5.900 _;Piso
La Sagrera;95;4;2;1.200 _;Piso
Vila de Gr…cia;70;2;1;1.100 _;Piso
Diagonal Mar - La Mar Bella;95;4;2;1.550 _;Piso
St. Pere - Sta. Caterina - El Born;50;;1;750 _;Piso
Camp dïen Grassot - Gr…cia N.;40;;1;950 _;Piso
Baix Guinard¢;45;;1;730 _;Apartamento
Vila de Gr…cia;54;2;1;850 _;Piso
Esquerra Alta de lïEixample;39;;1;800 _;Piso
Poble Sec;83;;1;980 _;Loft
Sants;56;;1;895 _;Piso
Gl•ries El Parc;60;3;;975 _;Piso
Raval;150;4;2;1.900 _;Piso
La Salut;100;4;2;1.280 _;Piso
La Bordeta;84;2;2;1.350 _;Piso
St. Pere - Sta. Caterina - El Born;91;2;2;2.500 _;Piso
Hostafrancs;60;2;1;930 _;Piso
Sagrada Fam¡lia;50;3;1;800 _;Piso
Tres Torres;67;2;1;10.923 _;Piso
Raval;82;2;1;1.200 _;Piso
Camp de lïArpa;91;4;1;1.050 _;Piso
Esquerra Alta de lïEixample;85;3;1;1.150 _;Piso
Dreta de lïEixample;110;4;2;1.280 _;Piso
Sant Antoni;95;4;1;1.300 _;Piso
Esquerra Alta de lïEixample;60;2;1;900 _;Piso
Guinard¢;65;2;1;1.290 _;µtico
Sant Gervasi - Bonanova;169;4;3;2.200 _;µtico
Vila Ol¡mpica;125;4;2;1.980 _;Piso
Dreta de lïEixample;118;3;2;1.500 _;Piso
Dreta de lïEixample;55;;1;1.200 _;Apartamento
Baix Guinard¢;75;2;1;950 _;Piso
St. Pere - Sta. Caterina - El Born;133;5;2;1.500 _;Piso
La Salut;70;3;1;850 _;Piso
Raval;35;;1;750 _;Piso
Vallcarca - Penitents;68;3;1;950 _;Piso
Dreta de lïEixample;186;3;3;4.500 _;Piso
Navas;78;4;1;900 _;Piso
Esquerra Baixa de lïEixample;153;3;2;1.900 _;Piso
Esquerra Baixa de lïEixample;78;2;1;1.250 _;Piso
Sant Gervasi - Galvany;52;2;1;1.100 _;Piso
La Bordeta;80;3;1;950 _;Piso
Putget - Farr¢;55;2;1;1.150 _;µtico
Vila Ol¡mpica;140;4;2;1.700 _;Piso
El Clot;65;2;1;900 _;Piso
Sant Gervasi - Galvany;150;4;3;2.500 _;Piso
Camp dïen Grassot - Gr…cia N.;79;3;1;980 _;Piso
Sant Gervasi - Galvany;45;;1;1.150 _;Piso
Poble Sec;35;2;1;625 _;Piso
La Salut;130;4;2;1.350 _;Piso
Poble Sec;42;3;1;740 _;Piso
Sant Gervasi - Galvany;177;5;3;2.985 _;Piso
G•tic;60;2;1;1.250 _;Piso
Sant Antoni;100;3;2;1.450 _;Piso
Raval;87;2;2;2.000 _;Piso
Sant Andreu;145;4;2;1.190 _;µtico
Vila de Gr…cia;70;2;1;1.000 _;Planta
Les Corts;90;4;2;1.290 _;Piso
Les Corts;65;2;2;1.200 _;Piso
Dreta de lïEixample;96;2;1;1.150 _;Piso
Dreta de lïEixample;86;2;2;1.300 _;Piso
Sant Gervasi - Galvany;80;3;2;1.300 _;Piso
Raval;44;2;1;950 _;Piso
Esquerra Baixa de lïEixample;79;3;1;1.000 _;Piso
Carmel;55;2;1;750 _;Piso
Barceloneta;40;;1;700 _;Apartamento
Esquerra Baixa de lïEixample;79;;1;1.390 _;Piso
Sarri…;160;4;3;1.750 _;Piso
Carmel;50;2;1;690 _;Piso
Sant Gervasi - Galvany;140;4;2;6.000 _;Apartamento
Sant Gervasi - Galvany;140;4;2;5.000 _;Apartamento
Esquerra Alta de lïEixample;50;;1;780 _;Piso
Sagrada Fam¡lia;65;;2;1.100 _;Piso
Camp dïen Grassot - Gr…cia N.;87;4;1;1.050 _;Piso
Putget - Farr¢;115;3;2;1.600 _;Apartamento
St. Pere - Sta. Caterina - El Born;60;2;1;1.200 _;Loft
Dreta de lïEixample;145;4;2;1.600 _;Piso
Dreta de lïEixample;208;3;3;5.000 _;Piso
Sant Gervasi - Galvany;338;6;4;6.800 _;Piso
St. Pere - Sta. Caterina - El Born;70;2;1;1.400 _;Piso
Les Corts;60;2;1;1.000 _;Piso
Sagrada Fam¡lia;89;4;2;1.200 _;Piso
El Clot;90;4;2;845 _;Piso
Esquerra Baixa de lïEixample;72;3;1;1.100 _;Piso
Vallcarca - Penitents;32;2;1;650 _;Piso
Camp dïen Grassot - Gr…cia N.;150;3;2;2.350 _;Piso
Poblenou;55;2;1;1.000 _;Planta
Sant Andreu;85;3;1;899 _;Piso
